Employee_ID,Name,Age,Gender,Department,Job_Role,Education_Level,Years_of_Experience,Monthly_Salary_USD,Work_Hours_Per_Week,Projects_Completed,Training_Hours,Attendance_Rate,Job_Satisfaction_Score,Performance_Score,Performance_Rating,Promotion_Last_Year
1942,1789,40,1,0,4,2,17,100334,58,20,3,91.36,10,100,1,1
1943,235,57,0,2,4,2,36,111016,42,14,34,80.08,8.5,100,1,1
1944,5098,54,1,6,0,2,32,110494,49,18,4,84.07,10,100,1,1
1945,8063,25,0,2,3,1,1,80557,55,9,65,81.79,7.34,76.08,2,0
1946,9216,27,0,0,0,1,6,39534,46,1,8,78.81,5.39,50.11,3,0
1947,5073,49,0,3,4,0,27,103771,55,13,76,72.4,9.79,100,1,1
1948,7984,30,1,5,2,3,4,38283,38,3,26,78.66,3.46,45.27,3,0
1949,7568,34,1,0,0,0,11,129678,58,22,72,82.46,10,100,1,1
1950,6948,53,1,4,3,2,31,145918,54,20,33,91.61,10,100,1,1
1951,363,30,0,2,4,1,8,63104,55,6,39,75.54,6.79,67.61,0,0
1952,8612,25,1,0,1,0,4,106032,33,10,74,95.44,7.45,84.64,2,1
1953,6364,26,0,1,5,0,1,164499,41,11,58,85.27,8.7,92.13,1,1
1954,6809,57,0,3,1,2,30,98000,33,11,45,78.43,10,100,1,1
1955,8221,32,0,4,1,0,11,98012,58,13,30,85.93,9.48,85.61,1,1
1956,735,28,1,4,2,1,4,147988,36,23,31,95.26,9.88,100,1,1
1957,5629,24,1,4,0,1,1,75546,40,10,59,93.1,7.61,71.99,2,1
1958,1448,41,1,2,4,2,14,108215,60,7,49,76.39,8.45,74.37,2,0
1959,1284,27,1,4,3,2,1,78368,39,9,76,96.86,7.99,74.86,2,1
1960,6053,39,1,6,5,0,16,112169,49,4,56,78.85,8.75,78.51,2,0
1961,58,24,0,6,5,0,3,175643,40,12,57,89.48,8.62,87.59,1,1
1962,2797,47,0,2,5,0,20,130252,36,15,35,96.82,10,100,1,1
1963,4721,56,1,6,3,0,35,177141,33,5,56,87.68,9.05,100,1,1
1964,6474,39,1,6,2,0,17,131100,31,23,15,74.05,10,100,1,1
1965,8148,22,0,1,5,0,1,30713,40,6,67,70.05,4.6,54.76,3,0
1966,8240,41,0,0,0,2,18,72433,44,4,0,77.5,8.15,68.18,0,0
1967,9062,30,1,2,0,1,3,96173,37,19,36,79.88,10,100,1,1
1968,1562,42,0,2,0,2,18,96242,41,15,5,88.75,10,93.55,1,1
1969,2957,34,0,6,4,1,13,146875,36,8,32,97.84,8.71,94.54,1,1
1970,1998,41,1,4,4,1,14,126763,58,15,16,77.23,10,89.93,1,1
1971,6265,25,1,0,2,0,1,49767,55,4,36,78.99,6.34,45.87,3,0
1972,1491,37,0,4,5,2,12,107949,52,21,3,75.89,10,96.82,1,1
1973,1189,51,1,6,5,0,24,157166,43,15,43,90.77,10,100,1,1
1974,5064,37,1,1,1,1,11,116852,59,24,70,89.98,8.68,100,1,1
1975,8883,28,0,2,3,2,8,122668,40,20,17,81.55,9.03,99.78,1,1
1976,1013,25,1,1,4,1,1,130664,30,15,39,88.87,10,94.37,1,1
1977,471,37,1,3,5,3,12,127429,52,23,4,98.79,10,100,1,1
1978,4931,24,0,1,0,2,1,100283,35,24,4,84.71,10,97.93,1,1
1979,5282,47,0,1,4,2,27,61529,30,1,32,73.07,5.98,62.27,0,0
1980,9244,22,1,4,0,1,1,103490,52,24,75,72.84,9.76,100,1,1
1981,1723,50,1,5,3,2,29,177165,58,23,27,79.45,9.1,100,1,1
1982,5812,55,1,4,0,0,31,128438,51,2,16,80.36,9.25,89.76,1,1
1983,1996,51,0,3,4,0,30,135580,34,5,63,97.05,9.03,100,1,1
1984,5546,58,0,2,0,2,35,90063,43,17,59,79,10,100,1,1
1985,6313,27,1,2,3,2,4,146682,52,12,56,94.55,8.27,100,1,1
1986,2666,37,1,1,4,0,13,53894,36,3,35,78.06,5.01,63.93,0,0
1987,2445,52,1,1,2,2,25,135110,44,8,37,92.8,9.37,100,1,1
1988,3161,46,0,2,1,0,21,156771,36,15,65,96.09,10,100,1,1
1989,9065,48,1,2,0,0,24,146848,42,4,63,91.13,9.91,100,1,1
1990,1803,32,0,1,3,2,12,49962,33,6,7,72.91,7.09,65.65,0,0
1991,412,32,0,2,4,0,10,146162,44,21,49,75.83,8.58,100,1,1
1992,5930,38,1,3,2,2,16,69857,57,2,67,82.24,8.13,81.07,2,1
1993,8295,49,1,3,4,0,25,161739,45,5,14,91.8,7.96,88.02,1,1
1994,2739,43,1,4,5,0,16,176995,47,7,27,95.4,9.33,99.37,1,1
1995,4378,26,1,2,2,0,1,54807,51,4,70,75.28,6.77,64.48,0,1
1996,6807,39,0,2,0,0,13,122070,48,9,39,93.22,9.87,96.74,1,1
1997,2591,41,1,0,4,0,17,40406,31,2,72,71.01,6.77,63.64,0,0
1998,7691,23,0,2,0,0,1,138603,47,17,71,87.24,9.97,100,1,1
1999,8571,37,0,5,4,0,12,162673,49,9,51,95.2,9.13,94.55,1,1
2000,7278,52,1,3,2,2,25,164517,31,13,71,79.32,7.8,100,1,1
2001,8302,42,0,4,5,1,19,112757,40,7,75,72.6,9.15,94.59,1,1
2002,7939,42,1,0,5,0,21,84791,52,1,27,96.23,6.81,77.37,2,0
2003,8723,25,1,4,2,2,1,59963,44,3,58,83.69,7.73,55.13,0,0
2004,4231,33,1,2,5,0,9,94902,59,14,8,89.43,7.05,71.88,2,0
2005,8059,23,0,5,2,0,2,95705,43,4,38,93.32,7.62,77.34,2,0
2006,8106,32,0,3,0,0,7,44521,59,4,21,87.29,8.29,57.56,0,1
2007,7942,56,0,5,1,0,36,129398,57,14,10,97.96,10,100,1,1
2008,402,32,0,0,3,2,9,147620,43,12,58,91.08,9.58,94.76,1,1
2009,699,42,0,5,1,0,19,159396,55,11,74,94,10,100,1,1
2010,861,45,1,3,2,2,24,157186,46,15,66,79.31,9.44,100,1,1
2011,7509,35,1,2,2,0,8,113245,50,18,13,73.87,8.9,87.75,1,1
2012,3408,53,1,1,0,1,27,95615,50,8,41,76.96,9.35,100,1,1
2013,7379,58,1,6,3,2,31,143913,38,7,76,98.69,10,100,1,1
2014,2459,50,1,2,1,2,26,115629,38,18,15,75.73,10,100,1,1
2015,3884,54,0,4,4,2,31,133239,36,10,9,79.7,9.16,100,1,1
2016,95,49,0,5,3,0,23,98877,55,7,2,70.56,9.67,73.57,2,1
2017,6240,39,0,1,5,1,14,166232,57,9,40,95.2,10,100,1,1
2018,3789,54,0,4,4,0,28,152108,36,6,78,93.22,10,100,1,1
2019,4043,50,1,1,2,3,25,132852,38,22,9,73.29,10,100,1,1
2020,6169,57,0,5,5,2,30,161836,52,7,28,91.92,9.09,100,1,1
2021,8831,42,0,3,3,1,22,127827,34,3,58,79.76,9.65,87.48,1,1
2022,8837,59,1,6,4,0,39,167273,38,22,30,76.04,9.66,100,1,1
2023,4804,27,1,4,3,0,4,133562,52,15,30,87.98,9.62,94.41,1,1
2024,1628,25,0,1,5,1,1,53549,42,5,29,93.79,4.43,67.29,0,0
2025,8237,23,1,4,5,0,1,125921,49,21,77,74.01,10,100,1,1
2026,8422,22,0,5,0,0,1,133147,46,21,3,75.26,9.29,88.01,1,1
2027,3846,25,0,0,3,2,1,114848,48,14,4,79.55,5.4,71.11,2,1
2028,2205,43,0,1,3,3,19,108141,38,16,75,90.65,10,100,1,1
2029,8362,54,0,5,1,0,31,165287,50,5,30,75.96,10,95.65,1,1
2030,1465,54,1,1,2,0,28,159288,35,13,14,75.76,9.04,93.22,1,1
2031,6209,44,0,5,3,2,21,141450,46,22,36,92.99,9.63,100,1,1
2032,2497,31,1,0,5,1,10,178356,39,5,79,85.3,9.81,100,1,1
2033,6766,42,0,6,2,2,22,112926,44,1,27,76.73,8.77,84.26,2,0
2034,5590,24,1,1,5,3,1,101004,46,16,46,99.88,9.76,100,1,1
2035,6808,48,1,1,4,0,25,177332,38,16,31,90.2,8.5,100,1,1
2036,2491,28,0,6,1,0,3,59612,47,3,16,99.4,8.2,58.52,0,0
2037,2704,37,0,4,5,0,17,69127,31,8,43,83.62,8.28,78.49,2,1
2038,7274,33,1,1,1,0,10,124969,47,16,3,96.86,9.84,96.61,1,1
2039,719,25,0,1,0,1,4,167467,57,23,22,91.01,10,100,1,1
2040,7015,24,0,1,4,1,1,110123,32,7,71,74.58,8.21,70.31,2,0
2041,7994,46,0,5,0,2,26,175808,39,24,34,82.74,10,100,1,1
2042,8337,30,0,1,4,0,9,99204,53,6,31,87.92,5.49,70.92,2,1
2043,8393,58,1,5,2,2,36,176534,31,22,65,88.69,10,100,1,1
2044,8974,36,1,1,2,0,11,133050,60,23,3,92.51,7.94,100,1,1
2045,3269,31,0,3,4,3,10,131022,59,16,72,86.06,10,94.96,1,1
2046,6286,49,1,2,4,0,26,105739,42,4,22,71.83,9.34,87.77,1,1
2047,1446,51,1,1,5,0,31,112438,54,20,78,91.93,10,100,1,1
2048,5582,25,1,2,1,1,1,102568,51,18,39,99.46,10,99.74,1,1
2049,3469,57,1,3,4,2,34,167316,37,21,34,93.36,9.66,100,1,1
2050,8686,29,1,5,3,0,3,42468,49,3,39,83.78,8.44,68.25,0,0
2051,3315,26,0,2,4,1,1,119967,51,14,18,99.68,8.91,89.39,1,1
2052,1134,25,0,3,1,0,1,68462,49,9,71,70.78,8.23,83.6,2,1
2053,5016,41,1,4,0,0,21,162805,36,20,63,99.76,10,100,1,1
2054,8351,39,1,2,1,0,13,168372,34,17,20,80.95,9.76,92.62,1,1
2055,3978,28,0,4,5,1,5,42940,41,4,11,80.7,5.32,53.45,3,0
2056,7152,39,1,4,5,0,16,167538,53,5,25,99.9,10,97.84,1,1
2057,8795,43,1,0,4,2,17,49153,59,1,47,97.11,6.8,67.59,0,0
2058,8653,42,0,5,3,0,22,33787,57,2,0,74.83,4.56,50.08,3,0
2059,6061,41,0,5,3,0,15,158568,49,11,61,91.79,9.98,100,1,1
2060,1326,50,1,6,2,0,27,81185,52,1,51,77.38,6.15,72.46,2,1
2061,8909,40,0,3,0,1,14,162442,60,20,79,82.51,10,100,1,1
2062,1061,45,1,5,4,1,21,152023,41,21,63,84.62,9.38,100,1,1
2063,5766,29,1,3,2,1,9,66909,49,2,61,73.36,9.22,76.07,2,0
2064,8375,27,0,4,3,1,1,84517,53,13,0,75.47,8.47,76.52,2,0
2065,4496,24,1,5,4,2,1,128894,46,14,14,99.77,10,96.02,1,1
2066,5008,53,0,0,5,2,31,146436,41,9,42,82.78,8.64,100,1,1
2067,3139,31,1,3,3,2,5,44862,39,12,17,98.66,6.42,59.2,0,0
2068,1155,32,0,3,5,0,5,43850,56,4,16,97.91,5.1,46.58,3,0
2069,5550,44,0,2,4,0,17,134278,46,9,19,86.47,9.06,89.52,1,1
2070,4631,24,1,0,5,0,1,88882,48,11,14,93.01,6.12,75.98,2,1
2071,9238,26,1,1,4,0,1,98351,44,14,28,81.1,8.75,89.47,1,1
2072,4860,45,0,4,5,1,25,81431,59,6,15,75.13,8.1,75.12,2,1
2073,208,35,1,3,0,2,14,163425,36,7,44,98.99,9.74,99.67,1,1
2074,1253,45,1,5,0,2,25,147226,45,10,12,72.93,10,85.73,1,1
2075,6124,24,1,6,1,0,1,115760,36,14,64,78.76,5.6,76.02,2,0
2076,1336,53,1,3,4,0,31,152674,51,12,57,88.17,7.51,100,1,1
2077,6175,52,1,2,4,0,28,141622,31,21,59,89.34,10,100,1,1
2078,8733,57,0,0,3,0,35,144679,44,21,79,94.03,8.79,100,1,1
2079,4181,46,0,4,2,2,20,77668,59,9,2,85.86,7.09,77.03,2,1
2080,5168,51,1,6,3,2,31,139270,44,1,12,87.55,10,92.69,1,1
2081,8456,23,0,3,0,2,1,98634,41,24,10,96.73,8.43,100,1,1
2082,103,28,0,5,5,2,5,113798,49,14,68,87.61,7.62,83.47,2,1
2083,648,23,0,6,3,0,2,80240,56,16,18,79.12,7.76,73.8,2,0
2084,2781,33,0,4,2,0,6,67196,38,10,54,88.51,7.27,69.52,0,0
2085,8014,32,1,2,1,1,8,155763,45,7,73,77.52,8.86,87.13,1,1
2086,3695,31,0,0,3,2,11,49373,49,4,28,81.56,5.74,58.83,0,0
2087,695,24,0,5,3,2,1,48805,34,12,7,83.27,6.45,65.03,0,0
2088,2396,29,1,2,3,0,4,61527,38,14,26,74.83,6.28,75.88,2,1
2089,5031,30,0,0,0,0,5,46626,32,2,65,75.19,6.26,60.41,0,0
2090,2804,39,1,0,5,3,17,93484,60,2,37,86.69,5.63,70.98,2,0
2091,2836,42,0,5,2,0,22,116228,57,21,50,78.58,10,100,1,1
2092,2634,33,1,0,2,0,8,72400,39,5,60,74.65,5.97,56.19,0,1
2093,9302,34,0,1,0,2,12,149413,50,23,64,79.86,10,100,1,1
2094,3466,46,0,5,5,2,26,102924,36,16,31,82.99,10,100,1,1
2095,5472,45,1,1,0,0,21,51490,54,3,54,81.62,7.78,69.07,0,1
2096,7432,34,0,1,5,3,7,151860,58,19,27,78.36,10,96.23,1,1
2097,8004,37,1,3,2,2,14,113667,35,4,56,97.79,10,87.61,1,1
2098,9129,38,1,5,5,0,11,87186,51,12,19,85.77,7.44,84.11,2,1
2099,6908,35,1,6,4,0,11,108160,46,20,0,75.28,10,95.21,1,1
2100,5857,30,0,5,4,1,5,93124,60,14,12,70.86,8.65,77.34,2,1
2101,5221,55,1,2,1,0,31,147039,60,12,27,74.84,10,100,1,1
2102,3467,39,1,5,0,1,15,96562,41,14,76,87.16,10,100,1,1
2103,2841,59,1,4,3,0,37,174895,59,14,65,92.62,10,100,1,1
2104,2173,57,0,2,2,0,35,97791,45,19,11,91.04,10,100,1,1
2105,9117,45,0,0,1,2,20,170692,49,11,38,94.1,7.62,98.85,1,1
2106,1065,30,1,5,3,0,6,172641,36,11,62,82.47,9.35,96.17,1,1
2107,8251,51,0,0,0,0,25,68650,30,4,5,73.44,6.73,74.33,2,0
2108,1190,46,1,1,5,0,20,137767,35,21,57,81.7,9.29,100,1,1
2109,8526,47,0,4,3,0,20,178943,31,22,59,74.24,9.53,100,1,1
2110,9092,42,1,1,5,1,15,105345,50,17,41,73.21,9.41,95.89,1,1
2111,7346,35,1,1,3,2,14,149304,46,23,24,91.4,9.2,100,1,1
2112,2486,43,0,5,3,0,23,61080,60,14,10,94.47,6.38,79.66,2,0
2113,1383,44,0,4,0,1,22,64356,36,1,2,92.24,6.53,68.93,0,0
2114,7665,40,1,2,3,0,15,167652,55,10,76,88.73,8.99,87.65,1,1
2115,9119,52,0,5,3,0,27,128197,49,2,62,93.74,10,100,1,1
2116,6374,50,1,3,2,2,28,100248,56,19,33,82.89,10,100,1,1
2117,6008,34,1,6,1,3,13,71179,32,10,61,79.53,6.27,74.48,2,1
2118,7686,45,1,1,4,0,25,92616,57,6,41,91.08,8.78,78.44,2,0
2119,9124,45,0,5,3,0,20,45113,31,3,19,76.83,3.56,51.25,3,0
2120,6,32,0,6,5,0,5,105604,41,17,22,94.39,9.91,100,1,1
2121,6133,42,1,1,3,0,16,99554,49,21,50,79.37,8.53,100,1,1
2122,6485,52,0,4,3,0,32,118917,53,8,58,89.49,10,100,1,1
2123,3775,28,1,6,1,1,6,95304,43,12,17,90.96,8.75,83.55,2,0
2124,8569,57,1,1,5,0,32,91672,59,13,15,80.83,10,100,1,1
2125,3494,33,0,1,0,0,12,92967,58,17,50,88.66,8.28,92.31,1,1
2126,6606,48,1,6,0,2,22,164080,38,18,44,93.94,9.59,100,1,1
2127,9349,26,0,4,2,2,1,85382,59,18,3,91.01,8.03,75.99,2,0
2128,451,52,0,5,5,3,32,167848,58,12,63,73.61,10,100,1,1
2129,4611,59,0,1,2,3,39,97341,34,20,75,83.7,10,100,1,1
2130,589,50,1,4,3,0,28,96395,57,6,59,78.69,10,97.32,1,1
2131,4692,40,1,5,4,2,14,93258,32,2,28,90.96,4.99,77.51,2,1
2132,8654,55,0,5,5,0,32,130241,53,10,34,82.28,10,100,1,1
2133,6055,34,0,2,0,0,8,103472,56,18,57,76.7,8.24,97.33,1,1
2134,7927,26,1,3,3,2,1,50461,42,2,35,77.73,6.78,64.76,0,1
2135,756,22,0,1,1,0,1,149851,44,16,67,80.7,10,100,1,1
2136,5909,46,1,0,0,0,26,76189,37,1,7,98.1,5.07,67.46,0,0
2137,1753,34,1,2,2,0,13,172142,40,13,24,85.31,9.12,100,1,1
2138,6762,34,1,6,1,1,13,145600,39,18,53,95.64,10,100,1,1
2139,8682,52,0,5,3,0,25,109681,60,3,34,90.49,7.97,74.7,2,1
2140,6797,59,0,0,0,2,37,101243,32,17,38,86.92,7.45,100,1,1
2141,1643,26,1,2,4,2,2,46746,37,3,4,77.64,4.74,49.02,3,0
2142,6939,34,1,2,2,2,9,119624,39,2,62,92.43,8.01,73.3,2,1
2143,2635,54,0,5,1,2,27,137683,37,15,58,87.61,10,100,1,1
2144,7479,37,1,0,1,2,11,175589,53,15,78,98.3,8.5,100,1,1
2145,3013,44,1,3,4,2,20,109628,52,10,31,94.79,9.1,93.43,1,1
2146,66,44,1,6,2,2,17,115078,51,23,67,92.16,9.56,100,1,1
2147,7735,31,0,2,1,2,7,135333,46,12,37,82.58,9.2,87.37,1,1
2148,3604,50,1,3,3,2,24,99723,60,12,31,85.23,10,91.26,1,1
2149,5535,30,1,0,4,2,3,136357,47,17,55,91.02,10,100,1,1
2150,4822,53,0,5,4,2,27,99653,53,24,13,97.53,9.62,100,1,1
2151,5658,36,1,3,2,0,12,145001,38,21,9,84.17,7.98,90.74,1,1
2152,3850,37,1,4,5,0,10,166418,30,19,49,91.84,8.26,91.19,1,1
2153,4732,42,0,0,1,0,15,114124,40,20,15,85.52,10,100,1,1
2154,6517,24,0,6,3,0,1,62684,52,7,36,83.95,8.25,61.28,0,0
2155,6068,49,1,6,5,2,28,110845,30,17,54,77.4,10,100,1,1
2156,355,36,1,4,1,0,9,132162,38,23,40,75.72,10,100,1,1
2157,2226,37,0,5,2,2,17,96773,44,15,10,95.48,8.7,100,1,1
2158,8320,58,1,1,3,0,35,123025,48,10,20,85.48,10,100,1,1
2159,8828,27,0,2,4,0,3,56944,56,4,22,89.02,5.33,64.94,0,0
2160,790,29,1,0,0,2,6,142674,39,23,72,90.86,10,100,1,1
2161,9347,41,0,4,1,1,19,100567,40,16,42,84.56,10,100,1,1
2162,77,28,0,0,2,2,4,138544,44,22,1,89,9.22,100,1,1
2163,3092,22,0,2,5,0,1,120225,49,12,46,93.62,7.93,86.55,1,1
2164,2873,49,0,4,3,2,26,90001,35,9,19,76.78,7.9,83.04,2,0
2165,107,56,0,2,4,0,31,136260,44,21,25,75.61,7.96,100,1,1
2166,1788,42,1,0,4,0,20,62679,44,2,14,73.57,4.65,55.36,0,0
2167,7504,55,0,1,5,0,35,93456,50,11,25,81.59,10,100,1,1
2168,2639,28,1,1,2,1,1,70702,45,6,10,79.12,5.95,60.19,0,1
2169,3506,37,1,1,1,2,12,163467,42,21,20,86.16,10,100,1,1
2170,7943,25,0,1,4,3,1,30607,34,7,5,73.99,4.88,50.1,3,0
2171,6578,35,1,5,5,0,13,40751,54,2,59,90.16,6.67,69.11,0,0
2172,2181,54,0,0,0,0,29,157201,41,14,37,72.84,9.8,100,1,1
2173,1849,50,1,2,0,2,26,112584,38,20,32,74.78,9.3,100,1,1
2174,4756,37,0,4,2,2,15,70919,48,5,3,81.4,8.51,75.38,2,0
2175,2509,58,1,1,5,2,35,90211,56,3,53,72.46,6.91,82.05,2,1
2176,2272,28,1,0,3,1,4,69778,30,9,43,79.7,4.87,78.83,2,0
2177,8666,51,1,1,0,0,30,160845,48,10,15,98.54,10,100,1,1
2178,603,41,1,1,3,2,19,90645,47,13,14,86.39,9.14,100,1,1
2179,1909,45,1,4,1,2,25,109338,50,14,37,92.82,10,100,1,1
2180,2207,49,0,0,5,0,25,98187,51,2,1,95.06,9.19,90.85,1,1
2181,464,51,0,3,4,1,31,112474,40,21,23,91.13,7.82,100,1,1
2182,3162,48,0,6,2,1,21,127872,59,15,23,94.85,10,100,1,1
2183,9205,50,1,6,3,1,25,99627,53,8,8,89.46,10,96.53,1,1
2184,3528,47,1,2,0,0,26,172382,37,16,51,97.72,8.64,100,1,1
2185,4430,51,1,0,0,0,27,93750,57,23,27,95.22,9.78,100,1,1
2186,4014,44,0,3,2,0,21,147529,42,13,40,71.46,7.88,94.91,1,1
2187,3357,44,0,4,3,0,21,122692,54,10,28,98.25,9.97,100,1,1
2188,5288,59,0,1,3,0,36,107905,49,11,76,96.94,8.91,100,1,1
2189,4764,29,1,0,3,0,7,124315,44,15,6,83.07,10,85.46,1,1
2190,2856,57,0,4,3,0,33,97241,56,15,32,90,7.96,99.97,1,1
2191,6454,29,0,2,5,0,8,59657,39,8,17,91.86,7.07,68.78,0,0
2192,7248,40,1,0,2,0,18,141761,54,18,16,97.1,9.9,100,1,1
2193,8399,32,1,2,1,0,10,96777,47,24,53,70.14,10,100,1,1
2194,4905,41,0,2,3,0,19,117921,60,15,25,74.16,8.36,91.16,1,1
2195,5566,59,1,1,4,2,39,99547,49,2,67,91.64,9.68,100,1,1
2196,8983,46,0,3,4,2,26,148844,40,9,13,75.9,8.13,94.38,1,1
2197,2516,31,1,5,1,1,10,102921,42,20,33,99.33,9.01,100,1,1
2198,2739,32,0,4,5,0,10,90997,58,15,13,98.62,9.86,96.42,1,1
2199,8105,31,1,3,5,0,8,104223,54,10,70,76.71,8.75,86.83,1,1
2200,6429,35,0,0,0,0,13,171124,43,20,54,92.24,10,100,1,1
2201,5454,29,1,6,2,1,7,66058,55,14,29,77.6,7.43,76.99,2,1
2202,5631,40,0,5,0,2,18,174130,48,12,32,96.34,10,96.18,1,1
2203,6549,57,0,2,3,0,32,131123,35,11,0,89.66,9.13,86.51,1,1
2204,7167,58,0,5,4,2,37,131920,30,3,58,89.8,10,90.01,1,1
2205,2692,57,0,5,0,0,36,118436,54,11,50,82.37,10,100,1,1
2206,6072,39,0,6,4,0,17,114012,54,11,26,74.8,6.74,74.06,2,1
2207,571,27,1,1,3,2,6,119216,32,6,47,96.76,8.72,73.97,2,1
2208,3384,56,1,4,1,0,34,93572,30,7,33,84.5,7.35,97.46,1,1
2209,1314,48,0,0,4,2,23,115483,44,21,59,99.77,10,100,1,1
2210,4967,54,0,2,0,1,29,172307,48,8,22,91.82,10,100,1,1
2211,2212,22,0,4,0,0,1,32221,31,2,23,85.32,5.37,52.34,3,0
2212,8380,55,0,0,5,2,29,139411,40,13,4,80.26,10,100,1,1
2213,723,28,0,2,2,2,4,55238,44,1,27,82.68,6.63,60.54,0,1
2214,4865,56,0,5,1,0,35,130295,47,7,9,82.51,8.32,100,1,1
2215,1231,37,1,5,5,1,17,62929,53,3,74,73.09,8.97,83.12,2,0
2216,22,42,1,0,2,0,21,93111,57,24,40,79.85,10,100,1,1
2217,2827,26,0,6,4,0,1,158712,32,24,40,78.03,8.9,100,1,1
2218,7586,33,0,0,0,0,7,97010,56,14,22,79.61,6.33,79.51,2,0
2219,1827,38,1,0,2,1,14,121024,33,15,43,91.96,9.36,94.78,1,1
2220,4885,59,0,6,0,0,36,130995,46,19,41,94.61,9.34,100,1,1
2221,7076,29,0,3,5,2,6,65066,35,16,57,90.8,9.29,83.61,2,0
2222,4890,46,1,3,2,0,26,159201,34,24,15,77.2,10,100,1,1
2223,4299,25,0,2,3,1,3,125306,45,10,40,97.23,9.04,92.21,1,1
2224,1434,41,1,6,5,0,19,135306,51,18,21,99.46,9.91,100,1,1
2225,9320,58,0,1,0,2,36,163490,32,9,53,79.06,9.54,99.52,1,1
2226,5470,37,1,2,0,2,16,118629,59,23,73,99.62,10,100,1,1
2227,7553,59,1,6,1,1,33,153976,56,5,60,98.14,8.22,100,1,1
2228,6763,24,0,4,5,0,3,79295,30,8,78,99.81,9.45,78.81,2,1
2229,7689,36,0,2,3,1,11,108091,34,12,31,74.43,6.21,70.29,2,0
2230,1891,36,1,4,0,0,16,74744,33,9,7,98.34,8.03,81.68,2,1
2231,6408,51,1,5,5,2,27,155389,52,24,78,88.96,9.01,100,1,1
2232,5281,58,1,0,1,0,38,131184,36,17,25,92.78,9.8,100,1,1
2233,4267,48,1,1,1,2,26,110746,32,12,43,86.18,8.82,100,1,1
2234,1313,53,0,0,4,0,28,153594,34,11,40,75.75,8.75,98.79,1,1
2235,9296,54,0,5,1,2,27,109359,33,19,1,96.82,8.68,100,1,1
2236,1260,24,1,2,3,0,2,150120,50,23,24,85.84,9.92,100,1,1
2237,4058,51,1,5,1,2,27,119249,55,11,46,84.79,10,100,1,1
2238,1934,49,0,3,3,2,25,143884,43,4,71,88.89,10,100,1,1
2239,2387,26,1,0,3,2,3,70387,40,5,59,81.87,7.49,81.66,2,1
2240,6042,26,1,1,2,1,1,80037,39,22,0,76.14,9.26,84.82,2,1
2241,7481,58,1,2,2,1,38,97053,60,3,44,83.33,9.52,92.92,1,1
2242,7508,24,0,0,1,0,1,109636,34,20,21,73.67,6.37,74.75,2,1
2243,666,42,1,3,3,0,19,67778,60,3,6,79.73,6.17,67.22,0,1
2244,3037,30,0,2,5,1,6,101452,45,18,6,89.71,10,95.35,1,1
2245,8754,49,0,4,5,1,26,107495,36,4,41,75.51,9.17,82.37,2,0
2246,3586,26,0,1,2,2,1,145833,45,12,46,77.97,7.94,90.19,1,1
2247,9116,35,1,4,2,0,14,143333,55,14,29,88.28,8.89,100,1,1
2248,5040,49,1,0,2,2,28,117228,45,5,43,80.87,10,100,1,1
2249,1539,46,0,5,3,2,26,91585,51,21,34,74.77,9.35,100,1,1
2250,2722,50,0,6,2,2,26,176760,46,8,71,79.17,10,97.48,1,1
2251,7038,42,0,4,1,0,18,112134,52,10,45,92.64,7.89,89.08,1,1
2252,7426,52,1,6,3,0,32,131070,48,3,37,93.23,10,100,1,1
2253,4370,33,1,1,2,0,6,139199,42,12,37,87.61,8.66,97.98,1,1
2254,2086,48,1,6,2,0,23,171460,53,20,70,78.96,9.41,100,1,1
2255,7088,27,1,4,5,0,1,117110,44,10,49,85.68,8.06,78.38,2,1
2256,7425,32,0,0,5,0,6,112423,46,11,10,78.98,6.38,74.39,2,1
2257,3510,51,1,3,2,2,27,140873,60,4,43,87.06,8.5,93.9,1,1
2258,9051,54,1,3,4,0,30,116107,58,16,75,77.77,10,100,1,1
2259,3783,46,0,1,5,0,22,173295,32,2,45,97,8.19,85.1,1,1
2260,1692,50,1,6,2,1,25,147245,33,21,39,79.33,8.88,100,1,1
2261,2990,48,1,5,2,2,28,138235,44,12,55,77.67,8.71,100,1,1
2262,4569,27,0,4,3,0,7,92961,46,13,39,96.7,8.56,82.73,2,1
2263,6465,39,1,1,1,3,15,156411,50,17,79,93.44,9.92,100,1,1
2264,8317,28,0,3,5,0,3,47111,30,7,34,91.79,7.22,64.32,0,0
2265,4441,30,0,2,2,1,6,40576,60,8,53,85.06,6.52,61,0,0
2266,3389,49,0,6,1,0,28,172481,52,21,35,71.24,10,100,1,1
2267,8500,47,1,2,0,2,20,119289,44,9,26,71.96,6.64,73.5,2,0
2268,6400,34,0,2,1,0,11,148719,45,14,1,71.2,10,96.31,1,1
2269,2219,36,0,5,4,0,13,110758,43,14,4,97.4,7.16,82.99,2,1
2270,2326,23,1,1,4,0,1,50030,58,8,57,82.93,8.08,59.2,0,1
2271,1225,32,1,3,0,3,5,41824,58,3,67,75.5,6.07,52.38,3,0
2272,2123,51,0,5,1,1,24,105427,48,21,7,76.23,9.73,100,1,1
2273,1505,31,1,3,0,0,10,35973,32,4,5,98.73,3.5,44.7,3,0
2274,943,24,1,4,5,0,2,116741,44,11,73,99.99,10,98.26,1,1
2275,183,58,1,5,4,2,36,146472,31,17,42,71.9,10,100,1,1
